time_bucket,North,South,East,West,hour,day_of_week,target_North,target_South,target_East,target_West
26940,10,7,2,0,7,0,5.0,8.0,5.0,5.0
27000,6,4,3,0,7,0,7.0,11.0,5.0,6.0
27060,8,5,10,10,7,0,1.0,4.0,8.0,11.0
27120,8,7,4,0,7,0,9.0,7.0,8.0,0.0
27180,7,8,5,4,7,0,9.0,8.0,8.0,5.0
27240,5,3,10,11,7,0,9.0,3.0,8.0,10.0
27300,9,10,1,0,7,0,6.0,6.0,7.0,6.0
27360,5,7,3,9,7,0,8.0,6.0,5.0,8.0
27420,6,1,10,9,7,0,6.0,7.0,11.0,10.0
27480,7,7,4,5,7,0,10.0,9.0,9.0,2.0
27540,8,7,3,5,7,0,10.0,8.0,6.0,10.0
27600,1,7,11,10,7,0,7.0,7.0,9.0,9.0
27660,8,10,9,1,7,0,8.0,6.0,2.0,1.0
27720,7,9,4,6,7,0,5.0,5.0,7.0,5.0
27780,6,2,12,8,7,0,5.0,4.0,11.0,9.0
27840,9,7,6,6,7,0,10.0,10.0,6.0,6.0
27900,7,7,5,4,7,0,6.0,9.0,5.0,8.0
27960,0,1,10,13,7,0,6.0,0.0,7.0,9.0
28020,6,4,8,6,7,0,7.0,7.0,4.0,4.0
28080,4,8,6,11,7,0,8.0,7.0,7.0,7.0
28140,7,7,10,10,7,0,1.0,0.0,7.0,7.0
28200,10,9,0,6,7,0,10.0,9.0,2.0,2.0
28260,9,8,8,5,7,0,4.0,6.0,7.0,4.0
28320,8,0,9,10,7,0,7.0,3.0,11.0,11.0
28380,9,7,6,0,7,0,10.0,10.0,5.0,7.0
28440,9,7,5,5,7,0,7.0,8.0,7.0,6.0
28500,3,5,11,5,7,0,3.0,1.0,8.0,9.0
28560,7,9,0,5,7,0,6.0,9.0,0.0,4.0
28620,5,9,5,5,7,0,6.0,12.0,8.0,6.0
28680,6,6,11,9,7,0,9.0,0.0,10.0,9.0
28740,5,8,5,5,7,0,10.0,8.0,4.0,6.0
28800,7,11,5,6,8,0,4.0,3.0,5.0,6.0
28860,1,4,8,11,8,0,5.0,2.0,9.0,8.0
28920,9,7,8,0,8,0,9.0,6.0,1.0,6.0
28980,9,8,8,5,8,0,8.0,10.0,7.0,5.0
29040,9,3,8,10,8,0,6.0,6.0,10.0,10.0
29100,6,6,7,6,8,0,10.0,4.0,6.0,4.0
29160,8,6,5,8,8,0,4.0,5.0,8.0,4.0
29220,6,7,11,10,8,0,6.0,7.0,7.0,5.0
29280,10,9,9,2,8,0,8.0,9.0,1.0,5.0
29340,10,8,6,10,8,0,9.0,4.0,7.0,8.0
29400,7,7,9,9,8,0,3.0,4.0,10.0,9.0
29460,8,6,2,1,8,0,6.0,9.0,8.0,0.0
29520,5,5,7,5,8,0,8.0,11.0,7.0,4.0
29580,5,4,11,9,8,0,9.0,8.0,9.0,10.0
29640,10,10,6,6,8,0,9.0,6.0,6.0,8.0
29700,6,9,5,8,8,0,7.0,5.0,2.0,8.0
29760,6,0,7,9,8,0,6.0,9.0,9.0,10.0
29820,7,7,4,4,8,0,8.0,7.0,6.0,5.0
29880,8,7,7,7,8,0,5.0,6.0,5.0,5.0
29940,1,0,7,7,8,0,8.0,6.0,9.0,8.0
30000,10,9,2,2,8,0,4.0,10.0,6.0,5.0
30060,4,6,7,4,8,0,9.0,5.0,5.0,9.0
30120,7,3,11,11,8,0,7.0,6.0,8.0,11.0
30180,10,10,5,7,8,0,7.0,9.0,4.0,4.0
30240,7,8,7,6,8,0,9.0,8.0,4.0,6.0
30300,3,1,8,9,8,0,4.0,4.0,10.0,10.0
30360,6,9,0,4,8,0,7.0,9.0,6.0,4.0
30420,6,12,8,6,8,0,9.0,10.0,8.0,0.0
30480,9,0,10,9,8,0,7.0,1.0,9.0,8.0
30540,10,8,4,6,8,0,8.0,6.0,4.0,6.0
30600,4,3,5,6,8,0,7.0,9.0,6.0,7.0
30660,5,2,9,8,8,0,8.0,7.0,10.0,12.0
30720,9,6,1,6,8,0,5.0,4.0,3.0,1.0
30780,8,10,7,5,8,0,6.0,6.0,6.0,5.0
30840,6,6,10,10,8,0,5.0,5.0,8.0,9.0
30900,10,4,6,4,8,0,9.0,9.0,7.0,0.0
30960,4,5,8,4,8,0,10.0,5.0,6.0,4.0
31020,6,7,7,5,8,0,3.0,4.0,8.0,11.0
31080,8,9,1,5,8,0,8.0,9.0,7.0,0.0
31140,9,4,7,8,8,0,4.0,7.0,4.0,6.0
31200,3,4,10,9,8,0,6.0,5.0,9.0,9.0
31260,6,9,8,0,8,0,10.0,7.0,4.0,6.0
31320,8,11,7,4,8,0,8.0,10.0,4.0,6.0
31380,9,8,9,10,8,0,5.0,5.0,10.0,9.0
31440,9,6,6,8,8,0,9.0,10.0,10.0,8.0
31500,7,5,2,8,8,0,8.0,10.0,6.0,4.0
31560,6,9,9,10,8,0,7.0,4.0,9.0,9.0
31620,8,7,6,5,8,0,7.0,4.0,5.0,1.0
31680,5,6,5,5,8,0,6.0,6.0,4.0,1.0
31740,8,6,9,8,8,0,1.0,0.0,9.0,9.0
31800,4,10,6,5,8,0,7.0,6.0,5.0,4.0
31860,9,5,5,9,8,0,7.0,7.0,6.0,0.0
31920,7,6,8,11,8,0,4.0,8.0,8.0,12.0
31980,7,9,4,4,8,0,6.0,8.0,8.0,7.0
32040,9,8,4,6,8,0,7.0,6.0,9.0,4.0
32100,4,4,10,10,8,0,8.0,4.0,10.0,8.0
32160,7,9,6,4,8,0,8.0,8.0,4.0,9.0
32220,9,10,8,0,8,0,9.0,7.0,4.0,7.0
32280,7,1,9,8,8,0,2.0,4.0,9.0,9.0
32340,8,6,4,6,8,0,7.0,5.0,8.0,4.0
32400,7,9,6,7,9,0,4.0,7.0,5.0,5.0
32460,8,7,10,12,9,0,5.0,4.0,7.0,10.0
32520,5,4,3,1,9,0,7.0,7.0,0.0,2.0
32580,6,6,6,5,9,0,6.0,10.0,5.0,5.0
32640,5,5,8,9,9,0,3.0,5.0,9.0,10.0
32700,9,9,7,0,9,0,10.0,6.0,6.0,5.0
32760,10,5,6,4,9,0,4.0,9.0,7.0,0.0
32820,3,4,8,11,9,0,5.0,0.0,11.0,9.0
32880,8,9,7,0,9,0,7.0,4.0,4.0,6.0
32940,4,7,4,6,9,0,5.0,6.0,7.0,6.0
33000,6,5,9,9,9,0,3.0,4.0,10.0,11.0
33060,10,7,4,6,9,0,7.0,10.0,1.0,5.0
33120,8,10,4,6,9,0,6.0,8.0,6.0,5.0
33180,5,5,10,9,9,0,4.0,8.0,7.0,9.0
33240,9,10,10,8,9,0,8.0,5.0,8.0,8.0
33300,8,10,6,4,9,0,7.0,5.0,8.0,7.0
33360,7,4,9,9,9,0,3.0,4.0,10.0,9.0
33420,7,4,5,1,9,0,10.0,12.0,6.0,5.0
33480,6,6,4,1,9,0,6.0,7.0,7.0,4.0
33540,1,0,9,9,9,0,7.0,6.0,8.0,8.0
33600,7,6,5,4,9,0,9.0,5.0,7.0,7.0
33660,7,7,6,0,9,0,5.0,4.0,8.0,0.0
33720,4,8,8,12,9,0,4.0,1.0,8.0,9.0
33780,6,8,8,7,9,0,8.0,6.0,8.0,7.0
33840,7,6,9,4,9,0,8.0,6.0,3.0,7.0
33900,8,4,10,8,9,0,8.0,5.0,10.0,8.0
33960,8,8,4,9,9,0,7.0,5.0,6.0,4.0
34020,9,7,4,7,9,0,8.0,6.0,6.0,3.0
34080,2,4,9,9,9,0,6.0,2.0,12.0,9.0
34140,7,5,8,4,9,0,5.0,10.0,3.0,7.0
34200,4,7,5,5,9,0,5.0,11.0,6.0,6.0
34260,5,4,7,10,9,0,3.0,8.0,11.0,8.0
34320,7,7,0,2,9,0,9.0,11.0,9.0,5.0
34380,6,10,5,5,9,0,8.0,4.0,1.0,3.0
34440,3,5,9,10,9,0,1.0,5.0,11.0,8.0
34500,10,6,6,5,9,0,6.0,9.0,5.0,1.0
34560,4,9,7,0,9,0,5.0,5.0,3.0,7.0
34620,5,0,11,9,9,0,4.0,6.0,10.0,10.0
34680,7,4,4,6,9,0,8.0,8.0,5.0,8.0
34740,5,6,7,6,9,0,7.0,6.0,6.0,6.0
34800,3,4,10,11,9,0,10.0,7.0,11.0,12.0
34860,7,10,1,5,9,0,10.0,10.0,6.0,4.0
34920,6,8,6,5,9,0,7.0,3.0,8.0,7.0
34980,4,8,7,9,9,0,8.0,4.0,10.0,10.0
35040,8,5,8,8,9,0,11.0,7.0,6.0,3.0
35100,7,5,8,7,9,0,6.0,5.0,6.0,8.0
35160,3,4,10,9,9,0,7.0,8.0,9.0,9.0
35220,10,12,6,5,9,0,9.0,8.0,5.0,1.0
35280,6,7,7,4,9,0,8.0,7.0,5.0,6.0
35340,7,6,8,8,9,0,3.0,5.0,11.0,13.0
35400,9,5,7,7,9,0,6.0,8.0,4.0,6.0
35460,5,4,8,0,9,0,6.0,6.0,0.0,1.0
35520,4,1,8,9,9,0,6.0,6.0,9.0,9.0
35580,8,6,8,7,9,0,7.0,7.0,3.0,2.0
35640,8,6,3,7,9,0,8.0,5.0,7.0,8.0
35700,8,5,10,8,9,0,1.0,0.0,12.0,9.0
35760,7,5,6,4,9,0,9.0,8.0,4.0,7.0
35820,8,6,6,3,9,0,8.0,8.0,7.0,8.0
35880,6,2,12,9,9,0,6.0,5.0,9.0,9.0
35940,5,10,3,7,9,0,8.0,7.0,6.0,7.0
36000,5,11,6,6,10,0,6.0,10.0,7.0,6.0
36060,3,8,11,8,10,0,9.0,7.0,10.0,10.0
36120,9,11,9,5,10,0,7.0,9.0,0.0,8.0
36180,8,4,1,3,10,0,7.0,8.0,6.0,4.0
36240,1,5,11,8,10,0,6.0,8.0,8.0,9.0
36300,6,9,5,1,10,0,7.0,11.0,6.0,5.0
36360,5,5,3,7,10,0,8.0,7.0,2.0,7.0
36420,4,6,10,10,10,0,5.0,4.0,10.0,9.0
36480,8,8,5,8,10,0,7.0,8.0,5.0,5.0
36540,7,6,6,6,10,0,7.0,8.0,1.0,4.0
36600,10,7,11,12,10,0,4.0,1.0,10.0,10.0
36660,10,10,6,4,10,0,10.0,6.0,2.0,6.0
36720,7,3,8,7,10,0,5.0,4.0,3.0,5.0
36780,8,4,10,10,10,0,7.0,1.0,8.0,8.0
36840,11,7,6,3,10,0,9.0,9.0,4.0,6.0
36900,6,5,6,8,10,0,6.0,9.0,1.0,5.0
36960,7,8,9,9,10,0,6.0,4.0,10.0,11.0
37020,9,8,5,1,10,0,9.0,8.0,5.0,6.0
37080,8,7,5,6,10,0,7.0,9.0,1.0,6.0
37140,3,5,11,13,10,0,7.0,6.0,11.0,11.0
37200,6,8,4,6,10,0,7.0,6.0,6.0,7.0
37260,6,6,0,1,10,0,6.0,4.0,5.0,5.0
37320,6,6,9,9,10,0,8.0,7.0,8.0,8.0
37380,7,7,3,2,10,0,8.0,8.0,0.0,1.0
37440,8,5,7,8,10,0,8.0,7.0,5.0,0.0
37500,1,0,12,9,10,0,4.0,7.0,9.0,10.0
37560,9,8,4,7,10,0,9.0,9.0,5.0,4.0
37620,8,8,7,8,10,0,6.0,5.0,4.0,7.0
37680,6,5,9,9,10,0,3.0,9.0,8.0,9.0
37740,8,7,6,7,10,0,8.0,4.0,9.0,2.0
37800,6,10,7,6,10,0,8.0,4.0,5.0,5.0
37860,9,7,10,10,10,0,0.0,3.0,10.0,8.0
37920,7,9,0,8,10,0,8.0,7.0,0.0,7.0
37980,7,8,6,4,10,0,6.0,6.0,5.0,6.0
38040,6,8,8,9,10,0,4.0,5.0,11.0,11.0
38100,7,11,6,5,10,0,8.0,7.0,2.0,7.0
38160,8,7,2,7,10,0,7.0,5.0,8.0,7.0
38220,5,4,10,9,10,0,0.0,0.0,8.0,12.0
38280,7,8,5,5,10,0,4.0,6.0,6.0,6.0
38340,7,8,1,4,10,0,5.0,4.0,0.0,7.0
38400,4,1,10,10,10,0,3.0,4.0,8.0,8.0
38460,10,6,2,6,10,0,10.0,6.0,6.0,5.0
38520,5,4,3,5,10,0,7.0,5.0,9.0,6.0
38580,7,1,8,8,10,0,8.0,2.0,10.0,8.0
38640,9,9,4,6,10,0,9.0,7.0,8.0,8.0
38700,6,9,1,5,10,0,8.0,8.0,6.0,6.0
38760,6,4,10,11,10,0,6.0,4.0,8.0,8.0
38820,9,8,5,6,10,0,9.0,10.0,6.0,6.0
38880,7,9,1,6,10,0,7.0,6.0,0.0,5.0
38940,7,6,11,11,10,0,4.0,5.0,10.0,11.0
39000,7,6,6,7,10,0,11.0,7.0,3.0,7.0
39060,6,4,5,5,10,0,8.0,9.0,6.0,9.0
39120,8,7,8,8,10,0,5.0,7.0,8.0,8.0
39180,8,8,0,1,10,0,8.0,9.0,3.0,6.0
39240,8,7,5,0,10,0,7.0,6.0,6.0,8.0
39300,4,7,9,10,10,0,4.0,5.0,10.0,10.0
39360,9,9,5,4,10,0,10.0,7.0,6.0,3.0
39420,6,5,4,7,10,0,6.0,5.0,3.0,7.0
39480,3,9,8,9,10,0,2.0,1.0,10.0,9.0
39540,8,4,9,2,10,0,4.0,8.0,0.0,8.0
39600,8,4,5,5,11,0,6.0,8.0,1.0,5.0
39660,0,3,10,8,11,0,6.0,4.0,10.0,11.0
39720,8,7,0,7,11,0,8.0,10.0,6.0,8.0
39780,6,6,5,6,11,0,6.0,8.0,5.0,7.0
39840,4,5,11,11,11,0,4.0,5.0,10.0,8.0
39900,8,7,2,7,11,0,8.0,9.0,6.0,0.0
39960,7,5,8,7,11,0,8.0,5.0,7.0,9.0
40020,0,0,8,12,11,0,5.0,8.0,7.0,9.0
40080,4,6,6,6,11,0,8.0,9.0,8.0,7.0
40140,5,4,0,7,11,0,11.0,9.0,5.0,4.0
40200,3,4,8,8,11,0,7.0,4.0,9.0,8.0
40260,10,6,6,5,11,0,6.0,7.0,2.0,0.0
40320,7,5,9,6,11,0,7.0,5.0,8.0,0.0
40380,8,2,10,8,11,0,3.0,5.0,9.0,9.0
40440,9,7,8,8,11,0,9.0,9.0,9.0,3.0
40500,8,8,6,6,11,0,7.0,10.0,9.0,8.0
40560,6,4,8,8,11,0,4.0,4.0,10.0,11.0
40620,9,10,6,6,11,0,8.0,5.0,4.0,9.0
40680,7,6,0,5,11,0,5.0,8.0,7.0,6.0
40740,4,5,10,11,11,0,2.0,4.0,13.0,10.0
40800,11,7,3,7,11,0,8.0,8.0,1.0,6.0
40860,8,9,6,9,11,0,7.0,10.0,6.0,6.0
40920,5,7,8,8,11,0,7.0,0.0,10.0,10.0
40980,8,9,3,6,11,0,8.0,5.0,5.0,6.0
41040,7,6,6,8,11,0,7.0,5.0,8.0,8.0
41100,4,5,10,10,11,0,2.0,1.0,12.0,10.0
41160,10,7,6,3,11,0,6.0,8.0,1.0,3.0
41220,6,5,3,7,11,0,6.0,5.0,5.0,4.0
41280,2,1,10,9,11,0,5.0,8.0,9.0,10.0
41340,4,8,0,8,11,0,10.0,6.0,6.0,7.0
41400,6,8,1,5,11,0,9.0,4.0,3.0,7.0
41460,6,4,10,11,11,0,4.0,9.0,10.0,10.0
41520,8,10,6,8,11,0,9.0,8.0,3.0,4.0
41580,6,8,5,7,11,0,9.0,10.0,4.0,7.0
41640,4,5,10,8,11,0,4.0,7.0,8.0,10.0
41700,8,9,6,0,11,0,6.0,8.0,5.0,5.0
41760,8,5,7,9,11,0,7.0,7.0,3.0,0.0
41820,5,8,7,9,11,0,4.0,0.0,9.0,11.0
41880,8,9,8,7,11,0,8.0,9.0,11.0,9.0
41940,11,9,5,4,11,0,7.0,7.0,5.0,2.0
42000,7,4,9,8,11,0,6.0,3.0,9.0,8.0
42060,6,7,2,0,11,0,9.0,7.0,3.0,3.0
42120,7,5,8,0,11,0,9.0,9.0,9.0,8.0
42180,3,5,9,9,11,0,3.0,7.0,6.0,10.0
42240,9,9,9,3,11,0,8.0,7.0,4.0,5.0
42300,7,10,9,8,11,0,10.0,6.0,4.0,1.0
42360,4,4,10,11,11,0,2.0,5.0,8.0,9.0
42420,8,5,4,9,11,0,3.0,7.0,7.0,5.0
42480,5,8,7,6,11,0,5.0,11.0,7.0,10.0
42540,2,4,13,10,11,0,5.0,4.0,9.0,9.0
42600,8,8,1,6,11,0,8.0,8.0,4.0,1.0
42660,7,10,6,6,11,0,6.0,6.0,7.0,8.0
42720,7,0,10,10,11,0,8.0,4.0,10.0,10.0
42780,8,5,5,6,11,0,9.0,9.0,4.0,1.0
42840,7,5,8,8,11,0,7.0,8.0,7.0,1.0
42900,2,1,12,10,11,0,2.0,6.0,8.0,9.0
42960,6,8,1,3,11,0,9.0,9.0,5.0,2.0
43020,6,5,5,4,11,0,5.0,8.0,5.0,8.0
43080,5,8,9,10,11,0,3.0,7.0,12.0,12.0
43140,10,6,6,7,11,0,10.0,8.0,5.0,5.0
43200,9,4,3,7,12,0,6.0,10.0,2.0,5.0
43260,4,9,10,10,12,0,0.0,4.0,9.0,9.0
43320,9,8,3,4,12,0,8.0,8.0,5.0,5.0
43380,9,10,4,7,12,0,9.0,7.0,9.0,8.0
43440,4,7,8,10,12,0,7.0,7.0,9.0,10.0
43500,6,8,5,5,12,0,9.0,8.0,6.0,8.0
43560,7,7,3,0,12,0,5.0,7.0,6.0,7.0
43620,4,0,9,11,12,0,11.0,6.0,10.0,10.0
43680,8,9,11,9,12,0,9.0,8.0,5.0,7.0
43740,7,7,5,2,12,0,6.0,7.0,7.0,5.0
43800,6,3,9,8,12,0,8.0,1.0,9.0,9.0
43860,9,7,3,3,12,0,9.0,13.0,1.0,5.0
43920,9,9,9,8,12,0,5.0,6.0,6.0,5.0
43980,3,7,6,10,12,0,10.0,6.0,12.0,9.0
44040,8,7,4,5,12,0,4.0,9.0,6.0,7.0
44100,10,6,4,1,12,0,4.0,7.0,7.0,5.0
44160,2,5,8,9,12,0,4.0,1.0,10.0,10.0
44220,3,7,7,5,12,0,7.0,5.0,0.0,4.0
44280,5,11,7,10,12,0,4.0,10.0,6.0,6.0
44340,5,4,9,9,12,0,7.0,6.0,8.0,10.0
44400,8,8,4,1,12,0,7.0,8.0,5.0,5.0
44460,6,6,7,8,12,0,5.0,7.0,5.0,6.0
44520,8,4,10,10,12,0,4.0,7.0,7.0,7.0
44580,9,9,4,1,12,0,8.0,8.0,7.0,6.0
44640,7,8,7,1,12,0,7.0,6.0,5.0,2.0
44700,2,6,8,9,12,0,6.0,6.0,8.0,10.0
44760,9,9,5,2,12,0,11.0,10.0,8.0,7.0
44820,5,8,5,8,12,0,8.0,8.0,4.0,4.0
44880,3,7,12,12,12,0,5.0,4.0,8.0,9.0
44940,10,8,5,5,12,0,8.0,8.0,8.0,3.0
45000,6,10,2,5,12,0,5.0,5.0,0.0,0.0
45060,0,4,9,9,12,0,7.0,6.0,10.0,9.0
45120,8,8,5,5,12,0,8.0,7.0,6.0,6.0
45180,9,7,9,8,12,0,6.0,6.0,5.0,4.0
45240,7,7,9,10,12,0,6.0,6.0,9.0,10.0
45300,9,8,6,8,12,0,8.0,6.0,5.0,8.0
45360,5,7,6,7,12,0,9.0,8.0,6.0,4.0
45420,11,6,10,10,12,0,7.0,7.0,10.0,5.0
45480,9,8,5,7,12,0,8.0,8.0,1.0,6.0
45540,6,7,7,5,12,0,8.0,4.0,2.0,7.0
45600,8,1,9,9,12,0,5.0,6.0,9.0,9.0
45660,9,13,1,5,12,0,7.0,5.0,4.0,6.0
45720,5,6,6,5,12,0,8.0,6.0,7.0,5.0
45780,10,6,12,9,12,0,5.0,6.0,9.0,9.0
45840,4,9,6,7,12,0,8.0,9.0,0.0,0.0
45900,4,7,7,5,12,0,8.0,5.0,6.0,3.0
45960,4,1,10,10,12,0,6.0,8.0,8.0,8.0
46020,7,5,0,4,12,0,7.0,6.0,6.0,5.0
46080,4,10,6,6,12,0,8.0,6.0,0.0,7.0
46140,7,6,8,10,12,0,2.0,6.0,9.0,9.0
46200,7,8,5,5,12,0,8.0,9.0,8.0,3.0
46260,5,7,5,6,12,0,9.0,7.0,6.0,3.0
46320,4,7,7,7,12,0,6.0,4.0,7.0,8.0
46380,8,8,7,6,12,0,7.0,9.0,4.0,6.0
46440,7,6,5,2,12,0,6.0,6.0,0.0,0.0
46500,6,6,8,10,12,0,7.0,5.0,9.0,9.0
46560,11,10,8,7,12,0,6.0,9.0,0.0,4.0
46620,8,8,4,4,12,0,8.0,7.0,5.0,6.0
46680,5,4,8,9,12,0,6.0,1.0,10.0,11.0
46740,8,8,8,3,12,0,8.0,8.0,7.0,5.0
46800,5,5,0,0,13,0,6.0,9.0,7.0,8.0
46860,7,6,10,9,13,0,6.0,7.0,8.0,8.0
46920,8,7,6,6,13,0,4.0,8.0,1.0,1.0
46980,6,6,5,4,13,0,6.0,8.0,7.0,7.0
47040,6,6,9,10,13,0,1.0,6.0,10.0,9.0
47100,8,6,5,8,13,0,6.0,5.0,5.0,3.0
47160,9,8,6,4,13,0,6.0,9.0,0.0,6.0
47220,7,7,10,5,13,0,6.0,6.0,8.0,7.0
47280,8,8,1,6,13,0,9.0,9.0,4.0,5.0
47340,8,4,2,7,13,0,7.0,6.0,6.0,8.0
47400,5,6,9,9,13,0,6.0,7.0,7.0,8.0
47460,7,5,4,6,13,0,6.0,7.0,3.0,6.0
47520,8,6,7,5,13,0,4.0,5.0,5.0,6.0
47580,5,6,9,9,13,0,5.0,6.0,8.0,7.0
47640,8,9,0,0,13,0,8.0,8.0,4.0,4.0
47700,8,5,6,3,13,0,6.0,6.0,3.0,7.0
47760,6,8,8,8,13,0,5.0,8.0,7.0,8.0
47820,7,6,6,5,13,0,9.0,9.0,6.0,4.0
47880,8,6,0,7,13,0,8.0,9.0,8.0,8.0
47940,2,6,9,9,13,0,4.0,6.0,8.0,8.0
48000,8,9,8,3,13,0,10.0,7.0,5.0,7.0
48060,9,7,6,3,13,0,8.0,7.0,7.0,4.0
48120,6,4,7,8,13,0,0.0,5.0,10.0,9.0
48180,7,9,4,6,13,0,6.0,8.0,6.0,7.0
48240,6,6,0,0,13,0,8.0,6.0,6.0,6.0
48300,7,5,9,9,13,0,7.0,5.0,9.0,8.0
48360,6,9,0,4,13,0,7.0,9.0,3.0,5.0
48420,8,7,5,6,13,0,9.0,8.0,7.0,6.0
48480,6,1,10,11,13,0,1.0,4.0,9.0,9.0
48540,8,8,7,5,13,0,6.0,6.0,6.0,4.0
48600,6,9,7,8,13,0,7.0,6.0,6.0,6.0
48660,6,7,8,8,13,0,6.0,6.0,7.0,8.0
48720,4,8,1,1,13,0,9.0,9.0,6.0,7.0
48780,6,8,7,7,13,0,5.0,8.0,5.0,4.0
48840,1,6,10,9,13,0,5.0,7.0,7.0,10.0
48900,6,5,5,3,13,0,6.0,4.0,5.0,4.0
48960,6,9,0,6,13,0,5.0,5.0,3.0,5.0
49020,6,6,8,7,13,0,5.0,8.0,9.0,9.0
49080,9,9,4,5,13,0,8.0,10.0,8.0,3.0
49140,7,6,6,8,13,0,5.0,6.0,7.0,5.0
49200,6,7,7,8,13,0,7.0,6.0,9.0,8.0
49260,6,7,3,6,13,0,4.0,4.0,6.0,5.0
49320,4,5,5,6,13,0,5.0,4.0,5.0,6.0
49380,5,6,8,7,13,0,7.0,5.0,8.0,8.0
49440,8,8,4,4,13,0,10.0,9.0,6.0,8.0
49500,6,6,3,7,13,0,5.0,5.0,5.0,7.0
49560,5,8,7,8,13,0,9.0,5.0,10.0,9.0
49620,9,9,6,4,13,0,8.0,7.0,4.0,7.0
49680,8,9,8,8,13,0,7.0,7.0,4.0,6.0
49740,4,6,8,8,13,0,3.0,5.0,9.0,8.0
49800,10,7,5,7,13,0,10.0,10.0,6.0,4.0
49860,8,7,7,4,13,0,9.0,8.0,5.0,6.0
49920,0,5,10,9,13,0,4.0,0.0,9.0,10.0
49980,6,8,6,7,13,0,8.0,6.0,5.0,3.0
50040,8,6,6,6,13,0,9.0,3.0,5.0,5.0
50100,7,5,9,8,13,0,9.0,5.0,9.0,8.0
50160,7,9,3,5,13,0,8.0,9.0,8.0,6.0
50220,9,8,7,6,13,0,8.0,4.0,5.0,6.0
50280,1,4,9,9,13,0,5.0,3.0,9.0,9.0
50340,6,6,6,4,13,0,10.0,7.0,2.0,6.0
50400,7,6,6,6,14,0,7.0,8.0,5.0,7.0
50460,6,6,7,8,14,0,5.0,4.0,10.0,9.0
50520,9,9,6,7,14,0,9.0,9.0,2.0,1.0
50580,5,8,5,4,14,0,7.0,7.0,7.0,7.0
50640,5,7,7,10,14,0,7.0,7.0,8.0,9.0
50700,6,4,5,4,14,0,7.0,9.0,4.0,5.0
50760,5,5,3,5,14,0,9.0,8.0,5.0,7.0
50820,5,8,9,9,14,0,7.0,8.0,8.0,10.0
50880,8,10,8,3,14,0,9.0,9.0,3.0,6.0
50940,5,6,7,5,14,0,3.0,7.0,7.0,6.0
51000,7,6,9,8,14,0,5.0,1.0,10.0,9.0
51060,4,4,6,5,14,0,5.0,5.0,4.0,3.0
51120,5,4,5,6,14,0,6.0,7.0,4.0,3.0
51180,7,5,8,8,14,0,7.0,5.0,9.0,9.0
51240,10,9,6,8,14,0,6.0,7.0,8.0,6.0
51300,5,5,5,7,14,0,7.0,5.0,8.0,6.0
51360,9,5,10,9,14,0,7.0,7.0,9.0,7.0
51420,8,7,4,7,14,0,9.0,8.0,3.0,6.0
51480,7,7,4,6,14,0,8.0,9.0,3.0,8.0
51540,3,5,9,8,14,0,6.0,6.0,9.0,9.0
51600,10,10,6,4,14,0,7.0,6.0,5.0,1.0
51660,9,8,5,6,14,0,4.0,6.0,4.0,9.0
51720,4,0,9,10,14,0,7.0,7.0,9.0,9.0
51780,8,6,5,3,14,0,9.0,7.0,0.0,5.0
51840,9,3,5,5,14,0,6.0,7.0,6.0,5.0
51900,9,5,9,8,14,0,6.0,5.0,9.0,7.0
51960,8,9,8,6,14,0,7.0,8.0,0.0,1.0
52020,8,4,5,6,14,0,8.0,4.0,3.0,6.0
52080,5,3,9,9,14,0,8.0,6.0,8.0,10.0
52140,10,7,2,6,14,0,7.0,7.0,8.0,6.0
52200,7,8,5,7,14,0,10.0,7.0,7.0,2.0
52260,5,4,10,9,14,0,3.0,0.0,10.0,7.0
52320,9,9,2,1,14,0,11.0,7.0,4.0,3.0
52380,7,7,7,7,14,0,7.0,8.0,7.0,3.0
52440,7,7,8,9,14,0,5.0,8.0,10.0,7.0
52500,7,9,4,5,14,0,7.0,12.0,6.0,8.0
52560,9,8,5,7,14,0,7.0,7.0,6.0,4.0
52620,7,8,8,10,14,0,5.0,5.0,8.0,10.0
52680,9,9,3,6,14,0,7.0,9.0,6.0,7.0
52740,3,7,7,6,14,0,7.0,8.0,6.0,7.0
52800,5,1,10,9,14,0,4.0,6.0,10.0,11.0
52860,5,5,4,3,14,0,10.0,7.0,3.0,7.0
52920,6,7,4,3,14,0,6.0,9.0,8.0,6.0
52980,7,5,9,9,14,0,4.0,5.0,9.0,9.0
53040,6,7,8,6,14,0,6.0,7.0,2.0,3.0
53100,7,5,8,6,14,0,7.0,10.0,5.0,6.0
53160,7,7,9,7,14,0,5.0,8.0,9.0,11.0
53220,9,8,3,6,14,0,7.0,6.0,5.0,4.0
53280,8,9,3,8,14,0,5.0,7.0,0.0,3.0
53340,6,6,9,9,14,0,8.0,8.0,10.0,8.0
53400,7,6,5,1,14,0,11.0,8.0,4.0,7.0
53460,4,6,4,9,14,0,8.0,10.0,1.0,6.0
53520,7,7,9,9,14,0,4.0,6.0,7.0,11.0
53580,9,7,0,5,14,0,11.0,8.0,7.0,8.0
53640,6,7,6,5,14,0,8.0,6.0,7.0,8.0
53700,6,5,9,7,14,0,7.0,4.0,11.0,10.0
53760,7,8,0,1,14,0,9.0,9.0,5.0,5.0
53820,8,4,3,6,14,0,8.0,8.0,6.0,7.0
53880,8,6,8,10,14,0,6.0,0.0,9.0,11.0
